catalog_id,official_id,domain,name,chapter,scope,type,maturity,source_package,source_entry,source_sha256,source_granularity,source_status,design_master,production_spec,runtime_asset,acceptance_asset,id,priority,source_sheet,hopa_interaction,design_board,risk_omen,soft_failure,safe_recovery_node,delivery_form,freeze_requirement
SCN-069,SCN-069,scene,六面检测廊,G11,立体工厂,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-069,P1,场景清单,,,,,,,
SCN-070,SCN-070,scene,展开图车间,G11,立体工厂,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-070,P1,场景清单,,,,,,,
SCN-071,SCN-071,scene,单位方块仓,G11,立体工厂,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-071,P1,场景清单,,,,,,,
SCN-072,SCN-072,scene,透明装配牢,G11,立体工厂,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-072,P1,场景清单,,,,,,,
SCN-073,SCN-073,scene,零缝压缩区,G11,立体工厂,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-073,P1,场景清单,,,,,,,
SCN-074,SCN-074,scene,刑天总装塔,G11,立体工厂,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-074,P1,场景清单,,,,,,,
SCN-075,SCN-075,scene,万用码头,G12,百工星环,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-075,P1,场景清单,,,,,,,
SCN-076,SCN-076,scene,百料仓库,G12,百工星环,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-076,P1,场景清单,,,,,,,
SCN-077,SCN-077,scene,模块工坊群,G12,百工星环,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-077,P1,场景清单,,,,,,,
SCN-078,SCN-078,scene,方舟总装坞,G12,百工星环,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-078,P1,场景清单,,,,,,,
SCN-079,SCN-079,scene,风暴试验场,G12,百工星环,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-079,P1,场景清单,,,,,,,
SCN-080,SCN-080,scene,应龙天衡台,G12,百工星环,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-080,P1,场景清单,,,,,,,
SCN-081,SCN-081,scene,第零船坞,G12,百工星环,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-081,P1,场景清单,,,,,,,
SCN-082,SCN-082,scene,方舟坠落带,G13,零号地球,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-082,P1,场景清单,,,,,,,
SCN-083,SCN-083,scene,最后一天街区,G13,零号地球,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-083,P1,场景清单,,,,,,,
SCN-084,SCN-084,scene,十二档案环,G13,零号地球,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-084,P1,场景清单,,,,,,,
SCN-085,SCN-085,scene,记忆海,G13,零号地球,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-085,P1,场景清单,,,,,,,
SCN-086,SCN-086,scene,白布森林,G13,零号地球,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-086,P1,场景清单,,,,,,,
SCN-087,SCN-087,scene,方舟演算核心,G13,零号地球,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-087,P1,场景清单,,,,,,,
SCN-088,SCN-088,scene,新生家园台,G13,零号地球,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-088,P1,场景清单,,,,,,,
SCN-089,SCN-089,scene,织星天文台,GLOBAL,全局,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-089,P0,场景清单,,,,,,,
SCN-090,SCN-090,scene,拾光号驾驶舱/生活舱,GLOBAL,全局,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-090,P0,场景清单,,,,,,,
SCN-091,SCN-091,scene,十二星门航行与星图空间,GLOBAL,全局,,未设计,PKG-SCENES-V1.0,星骸拾荒者_场景美术设计全集_V1.0/04_清单与说明/91场景完成清单.csv,bb97ca16ee759bea6fbf4b0761d3f73016ee20be077f53e3df4f672e8e96b80d,formal_catalog_entry,formal_catalog_verified,True,True,False,False,SCN-091,P0,场景清单,,,,,,,
PROP-001,PROP-001,prop,磁力手套,G02,锈环星,核心装备,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-001,P0,装备道具,,,,,,,
PROP-002,PROP-002,prop,短距瞬移装置,G02,锈环星,核心装备,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-002,P0,装备道具,,,,,,,
PROP-003,PROP-003,prop,资源登记牌,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-003,P0,装备道具,,,,,,,
PROP-004,PROP-004,prop,七码扫描模块,G02,锈环星,核心装备,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-004,P0,装备道具,,,,,,,
PROP-005,PROP-005,prop,星宇工具腰带,G02,锈环星,核心装备,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-005,P0,装备道具,,,,,,,
PROP-006,PROP-006,prop,脉冲电容芯,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-006,P0,装备道具,,,,,,,
PROP-007,PROP-007,prop,稳定电芯,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-007,P0,装备道具,,,,,,,
PROP-008,PROP-008,prop,低损耗铜线,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-008,P0,装备道具,,,,,,,
PROP-009,PROP-009,prop,公共稳压器借用许可牌,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-009,P0,装备道具,,,,,,,
PROP-010,PROP-010,prop,检修扣,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-010,P0,装备道具,,,,,,,
PROP-011,PROP-011,prop,同步维持器,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-011,P0,装备道具,,,,,,,
PROP-012,PROP-012,prop,尾索规避器,G02,锈环星,关键道具,概念草案,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-012,P0,装备道具,,,,,,,
PROP-013,PROP-013,prop,均分齿轮背包,G03,齿轮荒原,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-013,P1,装备道具,,,,,,,
PROP-014,PROP-014,prop,订单伪写器,G03,齿轮荒原,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-014,P1,装备道具,,,,,,,
PROP-015,PROP-015,prop,干扰需求环,G03,齿轮荒原,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-015,P1,装备道具,,,,,,,
PROP-016,PROP-016,prop,棱镜扫描镜,G04,镜面沙海,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-016,P1,装备道具,,,,,,,
PROP-017,PROP-017,prop,镜像披风,G04,镜面沙海,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-017,P1,装备道具,,,,,,,
PROP-018,PROP-018,prop,记忆铆钉,G04,镜面沙海,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-018,P1,装备道具,,,,,,,
PROP-019,PROP-019,prop,激光卷尺,G05,刻度冰原,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-019,P1,装备道具,,,,,,,
PROP-020,PROP-020,prop,冰面抓地靴,G05,刻度冰原,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-020,P1,装备道具,,,,,,,
PROP-021,PROP-021,prop,伸缩桥轨,G05,刻度冰原,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-021,P1,装备道具,,,,,,,
PROP-022,PROP-022,prop,分数切割器,G06,分片群岛,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-022,P1,装备道具,,,,,,,
PROP-023,PROP-023,prop,能源调配罐,G06,分片群岛,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-023,P1,装备道具,,,,,,,
PROP-024,PROP-024,prop,拼片护甲,G06,分片群岛,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-024,P1,装备道具,,,,,,,
PROP-025,PROP-025,prop,方格建造器,G07,方格城,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-025,P1,装备道具,,,,,,,
PROP-026,PROP-026,prop,周长束缚索,G07,方格城,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-026,P1,装备道具,,,,,,,
PROP-027,PROP-027,prop,三角稳定甲,G07,方格城,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-027,P1,装备道具,,,,,,,
PROP-028,PROP-028,prop,时间减速器,G08,钟摆之城,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-028,P1,装备道具,,,,,,,
PROP-029,PROP-029,prop,周期预测仪,G08,钟摆之城,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-029,P1,装备道具,,,,,,,
PROP-030,PROP-030,prop,循环外刻片,G08,钟摆之城,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-030,P1,装备道具,,,,,,,
PROP-031,PROP-031,prop,坐标定位器,G09,棋阵卫星,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-031,P1,装备道具,,,,,,,
PROP-032,PROP-032,prop,逻辑干扰器,G09,棋阵卫星,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-032,P1,装备道具,,,,,,,
PROP-033,PROP-033,prop,棋阵投影盘,G09,棋阵卫星,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-033,P1,装备道具,,,,,,,
PROP-034,PROP-034,prop,数据预测头盔,G10,概率云港,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-034,P1,装备道具,,,,,,,
PROP-035,PROP-035,prop,概率感应器,G10,概率云港,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-035,P1,装备道具,,,,,,,
PROP-036,PROP-036,prop,云港滑翔翼,G10,概率云港,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-036,P1,装备道具,,,,,,,
PROP-037,PROP-037,prop,立体装配臂,G11,立体工厂,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-037,P1,装备道具,,,,,,,
PROP-038,PROP-038,prop,空间折叠箱,G11,立体工厂,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-038,P1,装备道具,,,,,,,
PROP-039,PROP-039,prop,棱角护盾,G11,立体工厂,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-039,P1,装备道具,,,,,,,
PROP-040,PROP-040,prop,综合工程臂,G12,百工星环,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-040,P1,装备道具,,,,,,,
PROP-041,PROP-041,prop,模块接驳器,G12,百工星环,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-041,P1,装备道具,,,,,,,
PROP-042,PROP-042,prop,风暴稳定翼,G12,百工星环,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-042,P1,装备道具,,,,,,,
PROP-043,PROP-043,prop,工程调度台,G12,百工星环,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-043,P1,装备道具,,,,,,,
PROP-044,PROP-044,prop,十二星修复环,G13,零号地球,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-044,P1,装备道具,,,,,,,
PROP-045,PROP-045,prop,文明种子舱,G13,零号地球,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-045,P1,装备道具,,,,,,,
PROP-046,PROP-046,prop,最初的小扳手,G13,零号地球,核心装备/工具,未设计,PKG-PROPS-V3.0,星骸拾荒者_道具美术正式包_V3.0/02_核查清单与说明/46件道具正式清单.csv,78abadd186c22a4852591ebeff9fb0f370e6fa0fcc92d722da9b0304678dee21,formal_catalog_entry,formal_catalog_verified,True,True,False,False,PROP-046,P1,装备道具,,,,,,,
MECH-001,MECH-001,mechanism,MECH-001,G02,锈环星,,规则已冻结/视觉未设计,PKG-MECH-V2.0,星骸拾荒者_机制可视化HOPA正式包_V2.0/05_总清单与封版说明/47项机制可视化正式清单.csv,c37ef26a98e11fc6077c7d3df2b65258da3f2ad2f8b18705b7b7eaab24c6bf36,formal_catalog_entry,formal_catalog_verified,True,True,False,False,MECH-001,P0,玩法机制,,,,,,,
MECH-002,MECH-002,mechanism,MECH-002,G02,锈环星,,规则已冻结/视觉未设计,PKG-MECH-V2.0,星骸拾荒者_机制可视化HOPA正式包_V2.0/05_总清单与封版说明/47项机制可视化正式清单.csv,c37ef26a98e11fc6077c7d3df2b65258da3f2ad2f8b18705b7b7eaab24c6bf36,formal_catalog_entry,formal_catalog_verified,True,True,False,False,MECH-002,P0,玩法机制,,,,,,,
MECH-003,MECH-003,mechanism,MECH-003,G02,锈环星,,规则已冻结/视觉未设计,PKG-MECH-V2.0,星骸拾荒者_机制可视化HOPA正式包_V2.0/05_总清单与封版说明/47项机制可视化正式清单.csv,c37ef26a98e11fc6077c7d3df2b65258da3f2ad2f8b18705b7b7eaab24c6bf36,formal_catalog_entry,formal_catalog_verified,True,True,False,False,MECH-003,P0,玩法机制,,,,,,,
